persona_id,num_predictions,embedding_similarity,device_precision,device_recall,param_precision,param_recall,param_f1,numerical_precision,numerical_recall,numerical_f1,categorical_precision,categorical_recall,categorical_f1
persona_110,40,0.8379971,0.95,0.95,0.8708333333333332,0.8729166666666666,0.8664285714285714,0.3,0.325,0.3083333333333333,0.525,0.5041666666666667,0.5116666666666666
persona_111,36,0.8355936,0.9166666666666666,0.8935185185185185,0.8888888888888888,0.8680555555555556,0.8710317460317459,0.25,0.25,0.25,0.6111111111111112,0.5972222222222222,0.6018518518518517
persona_112,31,0.8641411,0.9354838709677419,0.9354838709677419,0.9086021505376345,0.9193548387096774,0.9075268817204301,0.16129032258064516,0.16129032258064516,0.16129032258064516,0.5,0.5161290322580645,0.5053763440860215
persona_113,28,0.89059055,0.8928571428571429,0.8928571428571429,0.8928571428571429,0.875,0.8809523809523808,0.42857142857142855,0.4107142857142857,0.41666666666666663,0.6071428571428571,0.6071428571428571,0.6071428571428571
persona_114,24,0.79011416,0.9583333333333334,0.9583333333333334,0.9027777777777777,0.9097222222222222,0.8916666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6458333333333334,0.6319444444444444,0.6305555555555555
persona_115,32,0.8398359,0.9375,0.921875,0.859375,0.8723958333333333,0.8497023809523809,0.34375,0.359375,0.34375,0.578125,0.5677083333333333,0.5666666666666667
persona_116,27,0.82975,0.9259259259259259,0.9074074074074074,0.9259259259259259,0.9043209876543209,0.9132275132275133,0.14814814814814814,0.14814814814814814,0.14814814814814814,0.3333333333333333,0.3024691358024691,0.3135802469135803
persona_117,28,0.7872344,0.9464285714285714,0.9642857142857143,0.9285714285714286,0.9285714285714286,0.9154761904761904,0.17857142857142858,0.16071428571428573,0.16666666666666666,0.6904761904761905,0.7142857142857143,0.6964285714285714
persona_118,24,0.81811804,0.875,0.861111111111111,0.8194444444444443,0.84375,0.8134920634920636,0.25,0.22916666666666666,0.23611111111111108,0.2916666666666667,0.3333333333333333,0.3055555555555555
persona_119,32,0.80080056,0.921875,0.9375,0.90625,0.90625,0.9010416666666666,0.34375,0.328125,0.3333333333333333,0.546875,0.546875,0.5416666666666666
persona_120,24,0.7299941,0.9375,0.9305555555555555,0.8819444444444443,0.8729166666666667,0.8523809523809524,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.4513888888888889,0.46527777777777773,0.44305555555555554
persona_121,36,0.83301836,0.9444444444444444,0.9444444444444444,0.875,0.9097222222222222,0.8849206349206349,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3055555555555556,0.2962962962962963,0.30000000000000004
persona_122,24,0.78727436,0.9166666666666666,0.9166666666666666,0.8819444444444443,0.8791666666666668,0.8701388888888889,0.25,0.25,0.25,0.4861111111111111,0.4791666666666667,0.4777777777777778
persona_123,27,0.8300076,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8518518518518519,0.8641975308641975,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666
persona_124,47,0.80392045,0.9361702127659575,0.9361702127659575,0.9095744680851063,0.9042553191489362,0.9047619047619047,0.2127659574468085,0.2127659574468085,0.2127659574468085,0.3971631205673759,0.40425531914893614,0.4
persona_125,33,0.8424256,0.9545454545454546,0.9696969696969697,0.9191919191919192,0.9621212121212122,0.93001443001443,0.21212121212121213,0.21212121212121213,0.21212121212121213,0.45454545454545453,0.4444444444444444,0.4484848484848485
persona_126,23,0.7746126,0.8695652173913043,0.8695652173913043,0.8695652173913043,0.8478260869565217,0.8550724637681159,0.30434782608695654,0.2826086956521739,0.28985507246376807,0.5217391304347826,0.5217391304347826,0.5217391304347826
persona_127,32,0.8170526,0.96875,0.96875,0.9583333333333333,0.9583333333333333,0.95625,0.4375,0.4375,0.4375,0.59375,0.5833333333333333,0.5875
persona_128,31,0.88094354,1.0,1.0,0.9596774193548387,0.9838709677419355,0.9631336405529954,0.3225806451612903,0.3225806451612903,0.3225806451612903,0.553763440860215,0.5645161290322581,0.5526881720430107
persona_129,24,0.8392121,1.0,1.0,0.9791666666666666,0.986111111111111,0.9777777777777779,0.3333333333333333,0.3125,0.3194444444444444,0.5416666666666666,0.5416666666666666,0.5416666666666666
persona_130,27,0.79500073,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.8549382716049382,0.8835978835978835,0.18518518518518517,0.18518518518518517,0.18518518518518517,0.5,0.5061728395061729,0.49876543209876545
persona_131,36,0.75761044,0.8611111111111112,0.8472222222222222,0.8472222222222222,0.7962962962962963,0.8092592592592592,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.3611111111111111,0.3611111111111111,0.3611111111111111
persona_132,27,0.78156537,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9135802469135802,0.9308641975308641,0.25925925925925924,0.24074074074074073,0.24691358024691357,0.48148148148148145,0.46296296296296297,0.4691358024691358
